"ea_id2","ea_id","sa1q01","sa1q02","sa1q03","sa1q04","sa1q05","sa1q06","sa1q07","cs8q00","cs8q0a","cs8q00_oth","cs8q01","cs8q02","cs8q03","cs8q04","cs8q05_a","cs8q05_b","cs8q05_c","cs8q05_d","cs8q05_e","cs8q05_f","cs8q05_g","cs8q05_h","cs8q06","cs8q07","cs8q08","cs8q09","cs8q10","cs8q10_oth","cs8q11_a","cs8q11_b","cs8q11_c","cs8q11d_oth","cs8q11_d"
"010105088800204","01010500204",1,1,5,8,88,2,4,9,"Agricultural/Fishery/ Livestock Extension Services",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010105088800204","01010500204",1,1,5,8,88,2,4,10,"Law Enforcement: Initiation/ Improvement",,1,1,1,1,1,2,2,2,2,2,2,2,1,1,0,,,,1,1,2,,2
"010105088800204","01010500204",1,1,5,8,88,2,4,11,"Other (Specify)",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010106088800402","01010600402",1,1,6,8,88,4,2,1,"Road/Bridge: Construction & Maintenance",,1,1,1,1,1,1,1,2,2,2,2,2,1,1,150000,6000,1,,1,1,1,,2
"010106088800402","01010600402",1,1,6,8,88,4,2,2,"Primary School: Construction/Maintenance",,1,2,1,1,1,1,1,2,2,2,2,2,1,1,20000,18000,1,,1,1,1,,2
"010106088800402","01010600402",1,1,6,8,88,4,2,3,"Secondary School: Construction/Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010106088800402","01010600402",1,1,6,8,88,4,2,4,"Health Center/Clinic/Post: Construction & Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010106088800402","01010600402",1,1,6,8,88,4,2,5,"Piped Water/Boreholes/Wells: Construction/Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010106088800402","01010600402",1,1,6,8,88,4,2,6,"Natural Resource Conservation (soil, water, afforestation)",,1,1,1,1,1,2,2,2,2,2,1,2,1,1,150000,20000,1,,1,1,1,,2
"010106088800402","01010600402",1,1,6,8,88,4,2,7,"Grain Mill: Construction/ Maintenance/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010106088800402","01010600402",1,1,6,8,88,4,2,8,"Public Transportation: Initiation/Improvement",,1,1,1,1,1,1,2,2,2,2,2,2,1,1,150000,6000,1,,1,1,1,,2
"010106088800402","01010600402",1,1,6,8,88,4,2,9,"Agricultural/Fishery/ Livestock Extension Services",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010106088800402","01010600402",1,1,6,8,88,4,2,10,"Law Enforcement: Initiation/ Improvement",,1,1,1,1,1,1,2,2,2,2,2,2,1,1,3000,2000,1,,1,1,2,,2
"010106088800402","01010600402",1,1,6,8,88,4,2,11,"Other (Specify)",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010107010100116","01010700116",1,1,7,1,1,1,16,1,"Road/Bridge: Construction & Maintenance",,1,1,1,1,1,1,2,2,1,2,2,,1,2,0,,,,1,1,2,,2
"010107010100116","01010700116",1,1,7,1,1,1,16,2,"Primary School: Construction/Maintenance",,1,1,1,1,1,1,1,2,2,2,2,,1,1,150000,150000,1,,1,1,2,,2
"010107010100116","01010700116",1,1,7,1,1,1,16,3,"Secondary School: Construction/Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010107010100116","01010700116",1,1,7,1,1,1,16,4,"Health Center/Clinic/Post: Construction & Maintenance",,1,1,1,1,2,2,2,2,2,2,2,,2,4,,,,,2,2,2,,2
"010107010100116","01010700116",1,1,7,1,1,1,16,5,"Piped Water/Boreholes/Wells: Construction/Maintenance",,1,1,1,1,1,1,1,2,2,2,2,,1,2,0,,,,1,2,2,,2
"010107010100116","01010700116",1,1,7,1,1,1,16,6,"Natural Resource Conservation (soil, water, afforestation)",,1,1,1,1,1,1,1,2,2,2,2,,1,2,0,,,,2,2,2,,2
"010107010100116","01010700116",1,1,7,1,1,1,16,7,"Grain Mill: Construction/ Maintenance/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010107010100116","01010700116",1,1,7,1,1,1,16,8,"Public Transportation: Initiation/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010107010100116","01010700116",1,1,7,1,1,1,16,9,"Agricultural/Fishery/ Livestock Extension Services",,1,1,1,1,1,1,1,2,2,2,2,,1,2,0,,,,2,2,2,,2
"010107010100116","01010700116",1,1,7,1,1,1,16,10,"Law Enforcement: Initiation/ Improvement",,1,1,1,1,1,1,1,2,2,2,2,,1,2,140000,140000,,,1,1,2,,2
"010107010100116","01010700116",1,1,7,1,1,1,16,11,"Other (Specify)",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010201088800207","01020100207",1,2,1,8,88,2,7,1,"Road/Bridge: Construction & Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010201088800207","01020100207",1,2,1,8,88,2,7,2,"Primary School: Construction/Maintenance",,1,1,1,1,1,1,2,2,2,2,2,,1,1,10000,10000,1,,1,1,1,,
"010201088800207","01020100207",1,2,1,8,88,2,7,3,"Secondary School: Construction/Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010201088800207","01020100207",1,2,1,8,88,2,7,4,"Health Center/Clinic/Post: Construction & Maintenance",,1,1,1,1,1,2,2,2,2,2,2,,1,3,,,,,,,,,
"010201088800207","01020100207",1,2,1,8,88,2,7,5,"Piped Water/Boreholes/Wells: Construction/Maintenance",,1,1,1,1,1,1,2,2,2,2,2,,1,1,5500,5500,1,,1,1,1,,
"010201088800207","01020100207",1,2,1,8,88,2,7,6,"Natural Resource Conservation (soil, water, afforestation)",,1,1,1,1,1,2,2,2,2,2,2,,1,1,0,,,,1,1,2,,
"010201088800207","01020100207",1,2,1,8,88,2,7,7,"Grain Mill: Construction/ Maintenance/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010201088800207","01020100207",1,2,1,8,88,2,7,8,"Public Transportation: Initiation/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010201088800207","01020100207",1,2,1,8,88,2,7,9,"Agricultural/Fishery/ Livestock Extension Services",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010201088800207","01020100207",1,2,1,8,88,2,7,10,"Law Enforcement: Initiation/ Improvement",,1,1,1,1,1,2,2,2,2,2,2,,1,1,0,,,,1,1,2,,
"010201088800207","01020100207",1,2,1,8,88,2,7,11,"Other (Specify)",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010202020100107","01020200107",1,2,2,2,1,1,7,1,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"010202020100107","01020200107",1,2,2,2,1,1,7,2,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"010202020100107","01020200107",1,2,2,2,1,1,7,3,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"010202020100107","01020200107",1,2,2,2,1,1,7,4,,,1,1,1,1,1,1,1,1,1,2,1,2,1,1,200,120000,1,,1,1,2,,2
"010202020100107","01020200107",1,2,2,2,1,1,7,5,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"010202020100107","01020200107",1,2,2,2,1,1,7,6,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"010202020100107","01020200107",1,2,2,2,1,1,7,7,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"010202020100107","01020200107",1,2,2,2,1,1,7,8,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"010202020100107","01020200107",1,2,2,2,1,1,7,9,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"010202020100107","01020200107",1,2,2,2,1,1,7,10,,,1,1,1,1,1,1,2,2,2,2,2,2,1,1,60,80000,1,,1,1,2,,2
"010202020100107","01020200107",1,2,2,2,1,1,7,11,,,2,2,2,,,,,,,,,,,,,,,,,,,,
"010202088800802","01020200802",1,2,2,8,88,8,2,1,"Road/Bridge: Construction & Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010202088800802","01020200802",1,2,2,8,88,8,2,2,"Primary School: Construction/Maintenance",,1,2,1,1,1,1,1,2,1,2,2,2,1,1,52000,2348,2,,1,1,1,,2
"010202088800802","01020200802",1,2,2,8,88,8,2,3,"Secondary School: Construction/Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010202088800802","01020200802",1,2,2,8,88,8,2,4,"Health Center/Clinic/Post: Construction & Maintenance",,1,2,1,2,2,2,2,2,1,2,2,2,1,1,17800,8943,2,,1,2,1,,2
"010202088800802","01020200802",1,2,2,8,88,8,2,5,"Piped Water/Boreholes/Wells: Construction/Maintenance",,1,1,1,1,1,1,2,2,2,2,2,2,1,2,87000,0,2,,1,1,1,,2
"010202088800802","01020200802",1,2,2,8,88,8,2,6,"Natural Resource Conservation (soil, water, afforestation)",,1,1,1,1,1,1,2,2,2,2,2,2,1,2,12780,4078,2,,1,1,1,,2
"010202088800802","01020200802",1,2,2,8,88,8,2,7,"Grain Mill: Construction/ Maintenance/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010202088800802","01020200802",1,2,2,8,88,8,2,8,"Public Transportation: Initiation/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010202088800802","01020200802",1,2,2,8,88,8,2,9,"Agricultural/Fishery/ Livestock Extension Services",,1,1,1,1,1,2,2,2,2,2,2,2,1,1,23100,0,2,,1,1,1,,2
"010202088800802","01020200802",1,2,2,8,88,8,2,10,"Law Enforcement: Initiation/ Improvement",,1,2,1,1,1,2,2,2,2,2,2,2,1,1,8500,0,2,,1,1,1,,2
"010202088800802","01020200802",1,2,2,8,88,8,2,11,"Other (Specify)",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010203088801001","01020301001",1,2,3,8,88,10,1,1,"Road/Bridge: Construction & Maintenance",,2,1,1,1,2,2,2,1,2,2,2,2,1,3,0,,,,1,1,2,,1
"010203088801001","01020301001",1,2,3,8,88,10,1,2,"Primary School: Construction/Maintenance",,2,1,1,1,1,1,2,2,2,2,2,2,1,3,46000,46000,1,,2,2,2,,1
"010203088801001","01020301001",1,2,3,8,88,10,1,3,"Secondary School: Construction/Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010203088801001","01020301001",1,2,3,8,88,10,1,4,"Health Center/Clinic/Post: Construction & Maintenance",,2,1,1,2,2,2,2,2,2,2,2,2,,5,,,,,2,2,2,,2
"010203088801001","01020301001",1,2,3,8,88,10,1,5,"Piped Water/Boreholes/Wells: Construction/Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010203088801001","01020301001",1,2,3,8,88,10,1,6,"Natural Resource Conservation (soil, water, afforestation)",,1,1,1,1,1,2,1,2,2,2,2,2,1,1,0,,,,2,2,2,,2
"010203088801001","01020301001",1,2,3,8,88,10,1,7,"Grain Mill: Construction/ Maintenance/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010203088801001","01020301001",1,2,3,8,88,10,1,8,"Public Transportation: Initiation/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010203088801001","01020301001",1,2,3,8,88,10,1,9,"Agricultural/Fishery/ Livestock Extension Services",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010203088801001","01020301001",1,2,3,8,88,10,1,10,"Law Enforcement: Initiation/ Improvement",,1,1,1,1,1,2,2,2,2,2,2,2,1,1,0,,,,2,1,2,,2
"010203088801001","01020301001",1,2,3,8,88,10,1,11,"Other (Specify)",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010204088801702","01020401702",1,2,4,8,88,17,2,1,"Road/Bridge: Construction & Maintenance",,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,
"010204088801702","01020401702",1,2,4,8,88,17,2,2,"Primary School: Construction/Maintenance",,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1500,500,1,,1,2,1,,2
"010204088801702","01020401702",1,2,4,8,88,17,2,3,"Secondary School: Construction/Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010204088801702","01020401702",1,2,4,8,88,17,2,4,"Health Center/Clinic/Post: Construction & Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010204088801702","01020401702",1,2,4,8,88,17,2,5,"Piped Water/Boreholes/Wells: Construction/Maintenance",,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2700,0,,,,,,,
"010204088801702","01020401702",1,2,4,8,88,17,2,6,"Natural Resource Conservation (soil, water, afforestation)",,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,
"010204088801702","01020401702",1,2,4,8,88,17,2,7,"Grain Mill: Construction/ Maintenance/Improvement",,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,
"010204088801702","01020401702",1,2,4,8,88,17,2,8,"Public Transportation: Initiation/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010204088801702","01020401702",1,2,4,8,88,17,2,9,"Agricultural/Fishery/ Livestock Extension Services",,1,1,1,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,
"010204088801702","01020401702",1,2,4,8,88,17,2,10,"Law Enforcement: Initiation/ Improvement",,1,1,1,1,2,1,2,2,2,2,2,2,2,,,,,,,,,,
"010204088801702","01020401702",1,2,4,8,88,17,2,11,"Other (Specify)",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010206088801301","01020601301",1,2,6,8,88,13,1,1,"Road/Bridge: Construction & Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010206088801301","01020601301",1,2,6,8,88,13,1,2,"Primary School: Construction/Maintenance",,1,1,1,1,1,2,2,2,2,2,2,,1,1,0,,,,1,1,1,,
"010206088801301","01020601301",1,2,6,8,88,13,1,3,"Secondary School: Construction/Maintenance",,1,1,1,1,1,1,1,2,2,2,1,,1,3,,,,,,,,,
"010206088801301","01020601301",1,2,6,8,88,13,1,4,"Health Center/Clinic/Post: Construction & Maintenance",,1,1,1,1,1,1,1,2,2,2,1,,1,1,28000,8500,,,1,1,1,,
"010206088801301","01020601301",1,2,6,8,88,13,1,5,"Piped Water/Boreholes/Wells: Construction/Maintenance",,1,1,1,1,1,1,1,2,2,2,1,,1,2,7600000,10000,,,1,1,1,,
"010206088801301","01020601301",1,2,6,8,88,13,1,6,"Natural Resource Conservation (soil, water, afforestation)",,1,1,1,1,1,2,2,2,2,2,2,,1,1,0,,,,1,1,2,,
"010206088801301","01020601301",1,2,6,8,88,13,1,7,"Grain Mill: Construction/ Maintenance/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010206088801301","01020601301",1,2,6,8,88,13,1,8,"Public Transportation: Initiation/Improvement",,2,1,1,1,1,2,2,2,2,2,2,,1,1,0,,,,1,1,2,,
"010206088801301","01020601301",1,2,6,8,88,13,1,9,"Agricultural/Fishery/ Livestock Extension Services",,1,1,1,1,1,2,2,2,2,2,2,,1,1,0,,,,1,1,2,,
"010206088801301","01020601301",1,2,6,8,88,13,1,10,"Law Enforcement: Initiation/ Improvement",,1,1,1,1,1,2,2,2,2,2,2,,1,1,0,,,,1,1,2,,
"010206088801301","01020601301",1,2,6,8,88,13,1,11,"Other (Specify)",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010207010100101","01020700101",1,2,7,1,1,1,1,1,"Road/Bridge: Construction & Maintenance",,1,1,1,1,1,2,1,2,2,2,2,2,1,3,,,,,,,,,
"010207010100101","01020700101",1,2,7,1,1,1,1,2,"Primary School: Construction/Maintenance",,1,1,1,1,1,2,1,2,2,2,2,2,1,1,15000,0,,,1,1,1,,
"010207010100101","01020700101",1,2,7,1,1,1,1,3,"Secondary School: Construction/Maintenance",,1,1,1,1,1,1,1,2,2,2,2,2,1,1,80000,50000,1,,1,1,1,,
"010207010100101","01020700101",1,2,7,1,1,1,1,4,"Health Center/Clinic/Post: Construction & Maintenance",,1,1,1,1,1,2,1,2,2,2,2,2,1,1,250000,0,,,1,1,1,,
"010207010100101","01020700101",1,2,7,1,1,1,1,5,"Piped Water/Boreholes/Wells: Construction/Maintenance",,1,1,1,1,1,1,1,2,2,2,2,2,1,1,100000,30000,,,1,1,1,,
"010207010100101","01020700101",1,2,7,1,1,1,1,6,"Natural Resource Conservation (soil, water, afforestation)",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010207010100101","01020700101",1,2,7,1,1,1,1,7,"Grain Mill: Construction/ Maintenance/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010207010100101","01020700101",1,2,7,1,1,1,1,8,"Public Transportation: Initiation/Improvement",,1,1,1,1,1,2,2,2,2,2,2,2,2,,,0,,,1,1,1,,
"010207010100101","01020700101",1,2,7,1,1,1,1,9,"Agricultural/Fishery/ Livestock Extension Services",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010207010100101","01020700101",1,2,7,1,1,1,1,10,"Law Enforcement: Initiation/ Improvement",,1,1,1,1,1,2,2,2,2,2,2,2,1,1,0,,,,1,1,2,,
"010207010100101","01020700101",1,2,7,1,1,1,1,11,"Other (Specify)",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010208088800603","01020800603",1,2,8,8,88,6,3,1,"Road/Bridge: Construction & Maintenance",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010208088800603","01020800603",1,2,8,8,88,6,3,2,"Primary School: Construction/Maintenance",,1,1,1,1,2,1,1,1,2,2,2,,1,4,,,,,,,,,
"010208088800603","01020800603",1,2,8,8,88,6,3,3,"Secondary School: Construction/Maintenance",,1,1,1,1,2,2,2,2,2,2,2,,2,,,,,,,,,,
"010208088800603","01020800603",1,2,8,8,88,6,3,4,"Health Center/Clinic/Post: Construction & Maintenance",,1,1,1,1,2,2,1,2,2,2,2,,1,3,,,,,,,,,
"010208088800603","01020800603",1,2,8,8,88,6,3,5,"Piped Water/Boreholes/Wells: Construction/Maintenance",,1,1,1,1,2,1,1,2,2,1,2,,1,3,,,,,,,,,
"010208088800603","01020800603",1,2,8,8,88,6,3,6,"Natural Resource Conservation (soil, water, afforestation)",,1,1,1,1,2,1,2,2,2,2,2,,1,5,,,,,,,,,
"010208088800603","01020800603",1,2,8,8,88,6,3,7,"Grain Mill: Construction/ Maintenance/Improvement",,1,1,1,1,2,1,2,2,2,2,2,,1,4,,,,,,,,,
"010208088800603","01020800603",1,2,8,8,88,6,3,8,"Public Transportation: Initiation/Improvement",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010208088800603","01020800603",1,2,8,8,88,6,3,9,"Agricultural/Fishery/ Livestock Extension Services",,2,2,2,,,,,,,,,,,,,,,,,,,,
"010208088800603","01020800603",1,2,8,8,88,6,3,10,"Law Enforcement: Initiation/ Improvement",,1,1,1,1,2,1,1,1,2,2,2,,1,1,0,,,,1,1,2,,2
