"ea_id2","ea_id","sa1q01","sa1q02","sa1q03","sa1q04","sa1q05","sa1q06","sa1q07","cs10a2q01","cs10a2q02","item_others","cs10a2q03","cs10a2q03_a","other_unit","cs10a2q04","cs10a2q05"
"010101088801601","01010101601",1,1,1,8,88,16,1,"Lentils",10,,"Kilogram",1,,1,30
"010101088801601","01010101601",1,1,1,8,88,16,1,"Linseed",13,,,,,,
"010101088801601","01010101601",1,1,1,8,88,16,1,"Maize",4,,"Other(Specify)",99,,1,4
"010101088801601","01010101601",1,1,1,8,88,16,1,"Matches",27,,"Pices",10,,1,1
"010101088801601","01010101601",1,1,1,8,88,16,1,"Milk",19,,,,,,
"010101088801601","01010101601",1,1,1,8,88,16,1,"Millet",6,,"Kilogram",1,,100,600
"010101088801601","01010101601",1,1,1,8,88,16,1,"Mofer and Kember",40,,,,,,
"010101088801601","01010101601",1,1,1,8,88,16,1,"Mosquito net",36,,,,,,
"010101088801601","01010101601",1,1,1,8,88,16,1,"Niger seed",12,,,,,,
"010101088801601","01010101601",1,1,1,8,88,16,1,"Oils (processed)",202,,"Littere",4,,1,29
"010101088801601","01010101601",1,1,1,8,88,16,1,"Onion",14,,"Kilogram",1,,1,12
"010101088801601","01010101601",1,1,1,8,88,16,1,"Orange",151,,,,,,
"010101088801601","01010101601",1,1,1,8,88,16,1,"Other cereals(Specif",60,,,,,,
"010101088801601","01010101601",1,1,1,8,88,16,1,"Other fruit (SPECIFY",152,,,,,,
"010101088801601","01010101601",1,1,1,8,88,16,1,"Other pulse or nut(S",111,,,,,,
"010101088801601","01010101601",1,1,1,8,88,16,1,"Other seed (SPECIFY)",131,,"Kilogram",1,,1,16.5
"010101088801601","01010101601",1,1,1,8,88,16,1,"Other tuber or stem",174,,,,,,
"010101088801601","01010101601",1,1,1,8,88,16,1,"Other vegetable (SPE",145,,,,,,
"010101088801601","01010101601",1,1,1,8,88,16,1,"Peanut",110,,,,,,
"010101088801601","01010101601",1,1,1,8,88,16,1,"Pesticides/Insectici",34,,,,,,
"010101088801601","01010101601",1,1,1,8,88,16,1,"Pick Axe (Geso)",43,,,,,,
"010101088801601","01010101601",1,1,1,8,88,16,1,"Plough (Modern)",45,,,,,,
"010101088801601","01010101601",1,1,1,8,88,16,1,"Plough (Traditional)",44,,,,,,
"010101088801601","01010101601",1,1,1,8,88,16,1,"Potato",16,,"Kilogram",1,,1,7
"010101088801601","01010101601",1,1,1,8,88,16,1,"Red pepper (berbere)",142,,"Kilogram",1,,1,35
"010101088801601","01010101601",1,1,1,8,88,16,1,"Salt",22,,"Kilogram",1,,1,5
"010101088801601","01010101601",1,1,1,8,88,16,1,"Sickle (Machid)",41,,,,,,
"010101088801601","01010101601",1,1,1,8,88,16,1,"Soft drink",204,,"Littere",4,,300,10
"010101088801601","01010101601",1,1,1,8,88,16,1,"Sorghum",5,,"Kilogram",1,,100,600
"010101088801601","01010101601",1,1,1,8,88,16,1,"Sugar",21,,"Kilogram",1,,1,20
"010101088801601","01010101601",1,1,1,8,88,16,1,"Sweet potato",170,,,,,,
"010101088801601","01010101601",1,1,1,8,88,16,1,"Tea",203,,"Littere",4,,100,2
"010101088801601","01010101601",1,1,1,8,88,16,1,"Teff",1,,,,,,
"010101088801601","01010101601",1,1,1,8,88,16,1,"Tomato",144,,"Kilogram",1,,1,10
"010101088801601","01010101601",1,1,1,8,88,16,1,"Transport on local b",39,,"Trip",8,,1,10
"010101088801601","01010101601",1,1,1,8,88,16,1,"Transport on local b",29,,"Pices",10,,1,4
"010101088801601","01010101601",1,1,1,8,88,16,1,"Wheat",2,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Axe (Gejera)",42,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Banana",15,,"Pices",10,,1,1
"010102088801403","01010201403",1,1,2,8,88,14,3,"Barley",3,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Batteries",28,,"Pices",10,,2,16
"010102088801403","01010201403",1,1,2,8,88,14,3,"Beer",205,,"Mili littere",5,,300,12
"010102088801403","01010201403",1,1,2,8,88,14,3,"Bicycle",38,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Boya/Yam",171,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Bula",260,,"Pices",10,,1,7
"010102088801403","01010201403",1,1,2,8,88,14,3,"Bula",26,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Butter/ghee",201,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Cassava",172,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Charcoal",30,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Chat/Kat",24,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Cheese",200,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Chemical fertilizer",33,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Chick pea",8,,"Other(Specify)",99,,1,10
"010102088801403","01010201403",1,1,2,8,88,14,3,"Cigarettes",37,,"Pices",10,,4,1
"010102088801403","01010201403",1,1,2,8,88,14,3,"Coffee",23,,"Kilogram",1,,1,80
"010102088801403","01010201403",1,1,2,8,88,14,3,"Eggs",20,,"Pices",10,,1,2.5
"010102088801403","01010201403",1,1,2,8,88,14,3,"Field pea",9,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Firewood",31,,"Other(Specify)",99,,1,25
"010102088801403","01010201403",1,1,2,8,88,14,3,"Godere",173,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Green chili pepper (",141,,"Kilogram",1,,1,38
"010102088801403","01010201403",1,1,2,8,88,14,3,"Greens (kale, cabbag",143,,"Pices",10,,1,5
"010102088801403","01010201403",1,1,2,8,88,14,3,"Haricot beans",11,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Herbicides/Fungicide",35,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Horsebeans",7,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Kerosene",32,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Kocho",17,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Laundry soap",250,,"Pices",10,,1,8
"010102088801403","01010201403",1,1,2,8,88,14,3,"Lentils",10,,"Kilogram",1,,1,35
"010102088801403","01010201403",1,1,2,8,88,14,3,"Linseed",13,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Maize",4,,"Other(Specify)",99,,1,5
"010102088801403","01010201403",1,1,2,8,88,14,3,"Matches",27,,"Pices",10,,1,1
"010102088801403","01010201403",1,1,2,8,88,14,3,"Milk",19,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Millet",6,,"Other(Specify)",99,,6,32
"010102088801403","01010201403",1,1,2,8,88,14,3,"Mofer and Kember",40,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Mosquito net",36,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Niger seed",12,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Oils (processed)",202,,"Littere",4,,1,27
"010102088801403","01010201403",1,1,2,8,88,14,3,"Onion",14,,"Kilogram",1,,1,12
"010102088801403","01010201403",1,1,2,8,88,14,3,"Orange",151,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Other cereals(Specif",60,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Other fruit (SPECIFY",152,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Other pulse or nut(S",111,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Other seed (SPECIFY)",131,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Other tuber or stem",174,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Other vegetable (SPE",145,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Peanut",110,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Pesticides/Insectici",34,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Pick Axe (Geso)",43,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Plough (Modern)",45,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Plough (Traditional)",44,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Potato",16,,"Kilogram",1,,1,8
"010102088801403","01010201403",1,1,2,8,88,14,3,"Red pepper (berbere)",142,,"Kilogram",1,,1,65
"010102088801403","01010201403",1,1,2,8,88,14,3,"Salt",22,,"Other(Specify)",99,,1,4
"010102088801403","01010201403",1,1,2,8,88,14,3,"Sickle (Machid)",41,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Soft drink",204,,"Mili littere",5,,300,10
"010102088801403","01010201403",1,1,2,8,88,14,3,"Sorghum",5,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Sugar",21,,"Kilogram",1,,1,20
"010102088801403","01010201403",1,1,2,8,88,14,3,"Sweet potato",170,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Tea",203,,"Mili littere",5,,80,2
"010102088801403","01010201403",1,1,2,8,88,14,3,"Teff",1,,"Other(Specify)",99,,6,64
"010102088801403","01010201403",1,1,2,8,88,14,3,"Tomato",144,,"Kilogram",1,,1,10
"010102088801403","01010201403",1,1,2,8,88,14,3,"Transport on local b",39,,,,,,
"010102088801403","01010201403",1,1,2,8,88,14,3,"Transport on local b",29,,"Pices",10,,1,2
"010102088801403","01010201403",1,1,2,8,88,14,3,"Wheat",2,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Axe (Gejera)",42,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Banana",15,,"Kilogram",1,,1,12
"010103010100106","01010300106",1,1,3,1,1,1,6,"Barley",3,,"Other(Specify)",99,,6,32
"010103010100106","01010300106",1,1,3,1,1,1,6,"Batteries",28,,"Pices",10,,2,16
"010103010100106","01010300106",1,1,3,1,1,1,6,"Beer",205,,"Pices",10,,1,12
"010103010100106","01010300106",1,1,3,1,1,1,6,"Bicycle",38,,"Pices",10,,1,0.75
"010103010100106","01010300106",1,1,3,1,1,1,6,"Boya/Yam",171,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Bula",26,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Bula",260,,"Pices",10,,1,12
"010103010100106","01010300106",1,1,3,1,1,1,6,"Butter/ghee",201,,"Littere",4,,1,50
"010103010100106","01010300106",1,1,3,1,1,1,6,"Cassava",172,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Charcoal",30,,"Other(Specify)",99,,1,60
"010103010100106","01010300106",1,1,3,1,1,1,6,"Chat/Kat",24,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Cheese",200,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Chemical fertilizer",33,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Chick pea",8,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Cigarettes",37,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Coffee",23,,"Pices",10,,1,5
"010103010100106","01010300106",1,1,3,1,1,1,6,"Eggs",20,,"Pices",10,,1,2.5
"010103010100106","01010300106",1,1,3,1,1,1,6,"Field pea",9,,"Other(Specify)",99,,1,16
"010103010100106","01010300106",1,1,3,1,1,1,6,"Firewood",31,,"Other(Specify)",99,,1,30
"010103010100106","01010300106",1,1,3,1,1,1,6,"Godere",173,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Green chili pepper (",141,,"Kilogram",1,,1,36
"010103010100106","01010300106",1,1,3,1,1,1,6,"Greens (kale, cabbag",143,,"Other(Specify)",99,,1,2
"010103010100106","01010300106",1,1,3,1,1,1,6,"Haricot beans",11,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Herbicides/Fungicide",35,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Horsebeans",7,,"Other(Specify)",99,,1,16
"010103010100106","01010300106",1,1,3,1,1,1,6,"Kerosene",32,,"Other(Specify)",99,,1,9
"010103010100106","01010300106",1,1,3,1,1,1,6,"Kocho",17,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Laundry soap",250,,"Pices",10,,1,8
"010103010100106","01010300106",1,1,3,1,1,1,6,"Lentils",10,,"Kilogram",1,,1,50
"010103010100106","01010300106",1,1,3,1,1,1,6,"Linseed",13,,"Other(Specify)",99,,1,25
"010103010100106","01010300106",1,1,3,1,1,1,6,"Maize",4,,"Other(Specify)",99,,7,32
"010103010100106","01010300106",1,1,3,1,1,1,6,"Matches",27,,"Pices",10,,1,1
"010103010100106","01010300106",1,1,3,1,1,1,6,"Milk",19,,"Littere",4,,1,10
"010103010100106","01010300106",1,1,3,1,1,1,6,"Millet",6,,"Other(Specify)",99,,6,32
"010103010100106","01010300106",1,1,3,1,1,1,6,"Mofer and Kember",40,,"Trip",8,,30,12
"010103010100106","01010300106",1,1,3,1,1,1,6,"Mosquito net",36,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Niger seed",12,,"Other(Specify)",99,,1,25
"010103010100106","01010300106",1,1,3,1,1,1,6,"Oils (processed)",202,,"Littere",4,,1,20
"010103010100106","01010300106",1,1,3,1,1,1,6,"Onion",14,,"Kilogram",1,,1,10
"010103010100106","01010300106",1,1,3,1,1,1,6,"Orange",151,,"Kilogram",1,,1,25
"010103010100106","01010300106",1,1,3,1,1,1,6,"Other cereals(Specif",60,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Other fruit (SPECIFY",152,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Other pulse or nut(S",111,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Other seed (SPECIFY)",131,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Other tuber or stem",174,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Other vegetable (SPE",145,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Peanut",110,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Pesticides/Insectici",34,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Pick Axe (Geso)",43,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Plough (Modern)",45,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Plough (Traditional)",44,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Potato",16,,"Kilogram",1,,1,12
"010103010100106","01010300106",1,1,3,1,1,1,6,"Red pepper (berbere)",142,,"Kilogram",1,,1,70
"010103010100106","01010300106",1,1,3,1,1,1,6,"Salt",22,,"Other(Specify)",99,,1,5
"010103010100106","01010300106",1,1,3,1,1,1,6,"Sickle (Machid)",41,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Soft drink",204,,"Pices",10,,1,10
"010103010100106","01010300106",1,1,3,1,1,1,6,"Sorghum",5,,"Other(Specify)",99,,8,32
"010103010100106","01010300106",1,1,3,1,1,1,6,"Sugar",21,,"Kilogram",1,,1,20
"010103010100106","01010300106",1,1,3,1,1,1,6,"Sweet potato",170,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Tea",203,,"Pices",10,,1,2
"010103010100106","01010300106",1,1,3,1,1,1,6,"Teff",1,,"Other(Specify)",99,,8,64
"010103010100106","01010300106",1,1,3,1,1,1,6,"Tomato",144,,"Kilogram",1,,1,5
"010103010100106","01010300106",1,1,3,1,1,1,6,"Transport on local b",39,,,,,,
"010103010100106","01010300106",1,1,3,1,1,1,6,"Transport on local b",29,,"Pices",10,,1,1.5
"010103010100106","01010300106",1,1,3,1,1,1,6,"Wheat",2,,"Other(Specify)",99,,6,32
"010103088801804","01010301804",1,1,3,8,88,18,4,"Axe (Gejera)",42,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Banana",15,,"Kilogram",1,,1,11
"010103088801804","01010301804",1,1,3,8,88,18,4,"Barley",3,,"Other(Specify)",99,,1,6
"010103088801804","01010301804",1,1,3,8,88,18,4,"Batteries",28,,"Pices",10,,1,14
"010103088801804","01010301804",1,1,3,8,88,18,4,"Beer",205,,"Pices",10,,1,12
"010103088801804","01010301804",1,1,3,8,88,18,4,"Bicycle",38,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Boya/Yam",171,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Bula",26,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Bula",260,,"Pices",10,,1,6
"010103088801804","01010301804",1,1,3,8,88,18,4,"Butter/ghee",201,,"Littere",4,,1,150
"010103088801804","01010301804",1,1,3,8,88,18,4,"Cassava",172,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Charcoal",30,,"Other(Specify)",99,,1,40
"010103088801804","01010301804",1,1,3,8,88,18,4,"Chat/Kat",24,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Cheese",200,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Chemical fertilizer",33,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Chick pea",8,,"Kilogram",1,,1,20
"010103088801804","01010301804",1,1,3,8,88,18,4,"Cigarettes",37,,"Pices",10,,1,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Coffee",23,,"Pices",10,,1,5
"010103088801804","01010301804",1,1,3,8,88,18,4,"Eggs",20,,"Pices",10,,1,2.5
"010103088801804","01010301804",1,1,3,8,88,18,4,"Field pea",9,,"Kilogram",1,,1,17
"010103088801804","01010301804",1,1,3,8,88,18,4,"Firewood",31,,"Other(Specify)",99,,1,45
"010103088801804","01010301804",1,1,3,8,88,18,4,"Godere",173,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Green chili pepper (",141,,"Kilogram",1,,1,40
"010103088801804","01010301804",1,1,3,8,88,18,4,"Greens (kale, cabbag",143,,"Other(Specify)",99,,1,2
"010103088801804","01010301804",1,1,3,8,88,18,4,"Haricot beans",11,,"Other(Specify)",99,,1,5
"010103088801804","01010301804",1,1,3,8,88,18,4,"Herbicides/Fungicide",35,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Horsebeans",7,,"Kilogram",1,,1,18
"010103088801804","01010301804",1,1,3,8,88,18,4,"Kerosene",32,,"Littere",4,,1,28
"010103088801804","01010301804",1,1,3,8,88,18,4,"Kocho",17,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Laundry soap",250,,"Pices",10,,1,8
"010103088801804","01010301804",1,1,3,8,88,18,4,"Lentils",10,,"Kilogram",1,,1,28
"010103088801804","01010301804",1,1,3,8,88,18,4,"Linseed",13,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Maize",4,,"Kilogram",1,,1,5
"010103088801804","01010301804",1,1,3,8,88,18,4,"Matches",27,,"Pices",10,,1,1
"010103088801804","01010301804",1,1,3,8,88,18,4,"Milk",19,,"Other(Specify)",99,,1,5
"010103088801804","01010301804",1,1,3,8,88,18,4,"Millet",6,,"Kilogram",1,,1,7
"010103088801804","01010301804",1,1,3,8,88,18,4,"Mofer and Kember",40,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Mosquito net",36,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Niger seed",12,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Oils (processed)",202,,"Littere",4,,1,31
"010103088801804","01010301804",1,1,3,8,88,18,4,"Onion",14,,"Kilogram",1,,1,12
"010103088801804","01010301804",1,1,3,8,88,18,4,"Orange",151,,"Pices",10,,1,1
"010103088801804","01010301804",1,1,3,8,88,18,4,"Other cereals(Specif",60,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Other fruit (SPECIFY",152,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Other pulse or nut(S",111,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Other seed (SPECIFY)",131,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Other tuber or stem",174,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Other vegetable (SPE",145,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Peanut",110,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Pesticides/Insectici",34,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Pick Axe (Geso)",43,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Plough (Modern)",45,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Plough (Traditional)",44,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Potato",16,,"Kilogram",1,,1,8
"010103088801804","01010301804",1,1,3,8,88,18,4,"Red pepper (berbere)",142,,"Kilogram",1,,1,75
"010103088801804","01010301804",1,1,3,8,88,18,4,"Salt",22,,"Other(Specify)",99,,1,5
"010103088801804","01010301804",1,1,3,8,88,18,4,"Sickle (Machid)",41,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Soft drink",204,,"Pices",10,,1,10
"010103088801804","01010301804",1,1,3,8,88,18,4,"Sorghum",5,,"Kilogram",1,,1,6.8
"010103088801804","01010301804",1,1,3,8,88,18,4,"Sugar",21,,"Kilogram",1,,1,20
"010103088801804","01010301804",1,1,3,8,88,18,4,"Sweet potato",170,,,,,,
"010103088801804","01010301804",1,1,3,8,88,18,4,"Tea",203,,"Pices",10,,1,2
"010103088801804","01010301804",1,1,3,8,88,18,4,"Teff",1,,"Kilogram",1,,1,10
"010103088801804","01010301804",1,1,3,8,88,18,4,"Tomato",144,,"Kilogram",1,,1,5
"010103088801804","01010301804",1,1,3,8,88,18,4,"Transport on local b",39,,"Pices",10,,1,25
"010103088801804","01010301804",1,1,3,8,88,18,4,"Transport on local b",29,,"Pices",10,,1,3
"010103088801804","01010301804",1,1,3,8,88,18,4,"Wheat",2,,"Kilogram",1,,1,7
"010105088800204","01010500204",1,1,5,8,88,2,4,"Axe (Gejera)",42,,,,,,
"010105088800204","01010500204",1,1,5,8,88,2,4,"Banana",15,,"Kilogram",1,,1,12
"010105088800204","01010500204",1,1,5,8,88,2,4,"Barley",3,,"Other(Specify)",99,,1,6
"010105088800204","01010500204",1,1,5,8,88,2,4,"Batteries",28,,"Pices",10,,2,18
"010105088800204","01010500204",1,1,5,8,88,2,4,"Beer",205,,"Pices",10,,1,13
"010105088800204","01010500204",1,1,5,8,88,2,4,"Bicycle",38,,,,,,
"010105088800204","01010500204",1,1,5,8,88,2,4,"Boya/Yam",171,,,,,,
"010105088800204","01010500204",1,1,5,8,88,2,4,"Bula",26,,,,,,
"010105088800204","01010500204",1,1,5,8,88,2,4,"Bula",260,,"Pices",10,,1,12
"010105088800204","01010500204",1,1,5,8,88,2,4,"Butter/ghee",201,,"Other(Specify)",99,,1,50
"010105088800204","01010500204",1,1,5,8,88,2,4,"Cassava",172,,,,,,
"010105088800204","01010500204",1,1,5,8,88,2,4,"Charcoal",30,,"Other(Specify)",99,,1,120
"010105088800204","01010500204",1,1,5,8,88,2,4,"Chat/Kat",24,,,,,,
"010105088800204","01010500204",1,1,5,8,88,2,4,"Cheese",200,,,,,,
"010105088800204","01010500204",1,1,5,8,88,2,4,"Chemical fertilizer",33,,,,,,
"010105088800204","01010500204",1,1,5,8,88,2,4,"Chick pea",8,,"Other(Specify)",99,,1,16
"010105088800204","01010500204",1,1,5,8,88,2,4,"Cigarettes",37,,"Pices",10,,1,1
"010105088800204","01010500204",1,1,5,8,88,2,4,"Coffee",23,,"Pices",10,,1,5
"010105088800204","01010500204",1,1,5,8,88,2,4,"Eggs",20,,"Pices",10,,1,4
"010105088800204","01010500204",1,1,5,8,88,2,4,"Field pea",9,,"Other(Specify)",99,,1,10
"010105088800204","01010500204",1,1,5,8,88,2,4,"Firewood",31,,"Other(Specify)",99,,1,60
"010105088800204","01010500204",1,1,5,8,88,2,4,"Godere",173,,,,,,
"010105088800204","01010500204",1,1,5,8,88,2,4,"Green chili pepper (",141,,"Kilogram",1,,1,40
"010105088800204","01010500204",1,1,5,8,88,2,4,"Greens (kale, cabbag",143,,"Other(Specify)",99,,1,5
"010105088800204","01010500204",1,1,5,8,88,2,4,"Haricot beans",11,,"Other(Specify)",99,,1,4
"010105088800204","01010500204",1,1,5,8,88,2,4,"Herbicides/Fungicide",35,,,,,,
"010105088800204","01010500204",1,1,5,8,88,2,4,"Horsebeans",7,,"Kilogram",1,,1,23
